id;date;impressions;reach;engagements;link_clicks;category;channel;type;paid;ad
664;24-06-2020;3056;2888;87;NA;Account 6;IG;Video;Organic;NA
665;30-06-2020;2692;2542;79;NA;Account 6;IG;Photo;Organic;NA
666;10-07-2020;4558;4349;100;NA;Account 6;IG;Photo;Organic;NA
667;14-07-2020;3111;2971;75;NA;Account 6;IG;Photo;Organic;NA
668;23-07-2020;1568;1505;28;NA;Account 6;IG;Video;Organic;NA
669;25-07-2020;3862;3630;85;NA;Account 6;IG;Photo;Organic;NA
670;30-07-2020;6701;5891;676;NA;Account 6;IG;Photo;Organic;NA
671;13-08-2020;1920;1837;88;NA;Account 6;IG;Photo;Organic;NA
672;15-08-2020;2204;2055;79;NA;Account 6;IG;Photo;Organic;NA
673;17-08-2020;2117;1920;85;NA;Account 6;IG;Photo;Organic;NA
674;20-08-2020;3319;2921;110;NA;Account 6;IG;Photo;Organic;NA
675;29-08-2020;7879;7078;1268;NA;Account 6;IG;Photo;Organic;NA
676;04-01-2019;183195;140704;35261;0;Account 7;IG;Photo;Paid;350
677;10-01-2019;201697;151136;36441;0;Account 7;IG;Photo;Paid;350
678;21-01-2019;271114;201695;41078;0;Account 7;IG;Photo;Paid;350
679;27-01-2019;222887;139610;26230;0;Account 7;IG;Photo;Paid;350
680;28-01-2019;170107;114559;25180;0;Account 7;IG;Photo;Paid;350
681;06-02-2019;222513;183131;41395;0;Account 7;IG;Photo;Paid;350
682;11-02-2019;195163;146007;37196;0;Account 7;IG;Photo;Paid;350
683;14-02-2019;310610;213111;44274;0;Account 7;IG;Photo;Paid;350
684;20-02-2019;359529;230188;54157;0;Account 7;IG;Photo;Paid;350
685;28-02-2019;164367;116427;31733;0;Account 7;IG;Photo;Paid;350
686;08-03-2019;218009;145821;41540;0;Account 7;IG;Photo;Paid;350
687;19-03-2019;86940;70031;22330;0;Account 7;IG;Photo;Paid;350
688;20-03-2019;166440;130302;30813;0;Account 7;IG;Photo;Paid;350
689;28-03-2019;136995;103640;26470;41;Account 7;IG;Photo;Paid;350
690;29-03-2019;407871;282860;55700;331;Account 7;IG;Photo;Paid;350
691;11-04-2019;243070;204613;49756;148;Account 7;IG;Photo;Paid;350
692;16-04-2019;229249;194093;46455;2;Account 7;IG;Photo;Paid;350
693;20-04-2019;221584;177427;47573;98;Account 7;IG;Photo;Paid;350
694;24-04-2019;372066;297340;56505;388;Account 7;IG;Photo;Paid;350
695;03-05-2019;206546;163194;44334;275;Account 7;IG;Photo;Paid;350
696;13-05-2019;138124;115832;36677;149;Account 7;IG;Photo;Paid;350
697;27-05-2019;286396;242877;60378;42;Account 7;IG;Photo;Paid;350
698;29-05-2019;515589;417600;82594;0;Account 7;IG;Photo;Paid;350
699;18-06-2019;241741;198338;48365;41;Account 7;IG;Photo;Paid;350
700;20-06-2019;128224;109409;30287;83;Account 7;IG;Photo;Paid;350
701;24-06-2019;226480;196096;33885;0;Account 7;IG;Photo;Paid;350
702;16-07-2019;273539;235199;44844;33;Account 7;IG;Photo;Paid;350
703;18-07-2019;281304;248063;46197;9;Account 7;IG;Photo;Paid;350
704;19-07-2019;312110;269055;44963;70;Account 7;IG;Photo;Paid;350
705;02-08-2019;15258;11421;223;0;Account 7;IG;Photo;Organic;NA
706;03-08-2019;25701;25224;7585;0;Account 7;IG;Photo;Organic;NA
707;06-08-2019;20950;17497;288;0;Account 7;IG;Photo;Organic;NA
708;27-08-2019;7631;6402;62;0;Account 7;IG;Video;Organic;NA
709;27-08-2019;6583;5912;486;0;Account 7;IG;Video;Organic;NA
710;27-08-2019;7312;6407;789;0;Account 7;IG;Video;Organic;NA
711;28-08-2019;6923;6129;584;0;Account 7;IG;Video;Organic;NA
712;28-08-2019;10350;9303;1297;0;Account 7;IG;Video;Organic;NA
713;28-08-2019;9441;8304;1053;0;Account 7;IG;Video;Organic;NA
714;28-08-2019;10382;9111;1484;0;Account 7;IG;Video;Organic;NA
715;28-08-2019;13536;11423;122;0;Account 7;IG;Photo;Organic;NA
716;29-08-2019;14827;12871;2468;0;Account 7;IG;Video;Organic;NA
717;30-08-2019;32488;24051;296;0;Account 7;IG;Photo;Organic;NA
718;01-09-2019;39189;25567;1317;0;Account 7;IG;Photo;Organic;NA
719;08-09-2019;41220;30846;519;0;Account 7;IG;Photo;Organic;NA
720;25-09-2019;16277;12783;3109;0;Account 7;IG;Video;Organic;NA
721;27-09-2019;11076;8471;1926;0;Account 7;IG;Video;Organic;NA
722;01-10-2019;18935;14571;4383;0;Account 7;IG;Video;Organic;NA
723;02-10-2019;38743;28837;395;0;Account 7;IG;Photo;Organic;NA
724;02-10-2019;38028;28696;347;0;Account 7;IG;Photo;Organic;NA
725;07-10-2019;44537;36450;334;0;Account 7;IG;Photo;Organic;NA
726;07-10-2019;24656;17762;318;0;Account 7;IG;Photo;Organic;NA
727;10-10-2019;10924;8676;2492;0;Account 7;IG;Video;Organic;NA
728;14-10-2019;23326;18038;170;0;Account 7;IG;Photo;Organic;NA
729;16-10-2019;21352;15843;6674;0;Account 7;IG;Video;Organic;NA
730;21-10-2019;21053;16085;4946;0;Account 7;IG;Video;Organic;NA
731;25-10-2019;24148;18409;9985;0;Account 7;IG;Video;Organic;NA
732;29-10-2019;11555;9448;4648;0;Account 7;IG;Video;Organic;NA
733;03-11-2019;13012;9763;4006;0;Account 7;IG;Video;Organic;NA
734;11-11-2019;14892;12376;94;0;Account 7;IG;Photo;Organic;NA
735;12-11-2019;7828;6507;3433;0;Account 7;IG;Video;Organic;NA
736;19-11-2019;9120;8070;3580;0;Account 7;IG;Video;Organic;NA
737;27-11-2019;17491;15148;147;0;Account 7;IG;Photo;Organic;NA
738;29-11-2019;7698;5973;94;0;Account 7;IG;Photo;Organic;NA
739;09-12-2019;7245;6602;3776;0;Account 7;IG;Video;Organic;NA
740;11-12-2019;13715;12486;65;0;Account 7;IG;Photo;Organic;NA
741;13-12-2019;14320;12864;132;0;Account 7;IG;Photo;Organic;NA
742;20-12-2019;11675;10638;165;0;Account 7;IG;Photo;Organic;NA
743;26-12-2019;11149;10227;137;0;Account 7;IG;Photo;Organic;NA
744;10-08-2020;7485;6879;135;NA;Account 7;IG;Video;Organic;NA
745;18-08-2020;11638;10605;186;NA;Account 7;IG;Video;Organic;NA
746;27-08-2020;18219;17055;301;NA;Account 7;IG;Video;Organic;NA
747;16-04-2020;18018;17120;156;87;Account 8;IG;Photo;Organic;NA
748;17-04-2020;26170;24753;276;80;Account 8;IG;Photo;Organic;NA
749;24-05-2020;13675;12649;318;1;Account 8;IG;Photo;Organic;NA
750;10-07-2020;14981;14018;316;221;Account 8;IG;Photo;Organic;NA
751;12-07-2020;10159;9483;242;945;Account 8;IG;Video;Organic;NA
